id,title,location,category,price,poster,date_posted,source,vertical,poster_type,subject_category,instruction_lang,level,classification,confidence,is_remote,remote_confidence,reasoning,reason,description_preview,description_source,was_reanalyzed,url
N/A,Inside Sales Contractor,Worldwide,N/A,OTE $25k - $35k,N/A,N/A,remotive,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),About Us We are a financial services start up focusing on helping to improve consumer credit profiles. We are currently seeking KPI driven sales representatives looking to earn up to 45K in their firs...,listing_page,No,https://remotive.com/remote-jobs/sales/inside-sales-contractor-2086540
N/A,Office Assistant,Worldwide,N/A,"$31,2k- $52k",N/A,N/A,remotive,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"WHY YOU SHOULD APPLY: Coalition Technologies is devoted to delivering clients the highest quality work while providing our team a fun, thriving, and innovative environment. Along with the opportunity ...",listing_page,No,https://remotive.com/remote-jobs/marketing/office-assistant-1680495
N/A,"🇩🇪 Senior/Staff Software Engineer PHP, TS, Rust, Kotlin (m/w/d)",Germany,N/A,,N/A,N/A,remotive,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"🇩🇪 This job ad is written in German. 🇩🇪 easybill ist eine cloudbasierte Rechnungssoftware, die sich durch einfache Anwendung, umfassende Funktionalität und vielfältige Anbindungen über Schnittstellen ...",listing_page,No,https://remotive.com/remote-jobs/software-development/senior-staff-software-engineer-php-ts-rust-kotlin-m-w-d-2088708
N/A,iOS Developer,USA,N/A,$60k-$130k (depending on experience),N/A,N/A,remotive,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"WHO ARE WE? At nooro, we're revolutionizing pain management for seniors. Our platform is transforming how older adults engage with pain management at home. We're on a mission to make wellness more acc...",listing_page,No,https://remotive.com/remote-jobs/software-development/ios-developer-1956455
N/A,Senior Frontend Developer,"LATAM, Asia",N/A,$80k - $120k,N/A,N/A,remotive,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),We are hiring a contract-based Senior Frontend Developer for the garden3d creative collective with a focus on LATAM & Asia candidates. This job posting here in Remotive is for sharing purposes only an...,listing_page,No,https://remotive.com/remote-jobs/software-development/senior-frontend-developer-2088707
N/A,Fullstack Developer (US - ET),USA,N/A,,N/A,N/A,remotive,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"Chooose builds software to enable the lower carbon fuel value chain. Companies like Delta Air Lines, Cathay Pacific, British Airways, and Microsoft use the Chooose platform to build, operate, and scal...",listing_page,No,https://remotive.com/remote-jobs/software-development/fullstack-developer-us-et-2088706
N/A,Online Data Analyst (United States/Spanish speakers),USA,N/A,,N/A,N/A,remotive,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the c...,listing_page,No,https://remotive.com/remote-jobs/all-others/online-data-analyst-united-states-spanish-speakers-2088704
N/A,Freelance Writer,Worldwide,N/A,$50-$75 /hour,N/A,N/A,remotive,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),Our organization is seeking content writers to create articles and blog posts on a variety of topics. The rate of pay is $20 per 100 words (this comes out to approximately $100 per article or $50 per ...,listing_page,No,https://remotive.com/remote-jobs/writing/freelance-writer-1185979
N/A,Copywriter,Worldwide,N/A,$20k -$35k,N/A,N/A,remotive,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"WHO WE'RE LOOKING FOR The ideal copywriter has excellent English writing skills and is excited to write high-quality, SEO-driven content that aligns with detailed, client-specific guidelines. Projects...",listing_page,No,https://remotive.com/remote-jobs/writing/copywriter-1749306
N/A,E-Commerce Support Marketing Manager Amazon/Shop (m/w/d) Minijob,Olpe,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),Thiru ist eine der am schnellsten wachsenden E-Commerce Unternehmen im Küchen- und Haushaltsbereich und in diversen Kategorien Bestseller auf Amazon & Otto. Mit rund 60.000 Bestandskunden und über 300...,listing_page,No,https://www.arbeitnow.com/jobs/companies/thiru-gmbh/e-commerce-support-marketing-manager-amazon-shop-minijob-olpe-221082
N/A,Assistenz der Geschäftsführung (m/w/d) Online Marketing & Operations (Remote),Detmold,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),Wir sind eine wachstumsstarke Online-Marketing-Agentur aus Detmold mit Fokus auf E-Commerce sowie Leadgenerierung für B2B-Dienstleister . Unser Anspruch: messbare Ergebnisse für unsere Kunden und nach...,listing_page,No,https://www.arbeitnow.com/jobs/companies/broma-gmbh/assistenz-der-geschaftsfuhrung-online-marketing-operations-remote-detmold-22433
N/A,Praktikum Influencer Marketing & Partnerships (m/w/d),Cologne,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"Start zum 15.05.2026 👇 🔍 Wir suchen jemanden, der nicht nur Follower zählt. sondern Beziehungen aufbaut, die wirklich konvertieren. Wir sind Shapemate, ein junges Startup mit der Mission, Fitness trac...",listing_page,No,https://www.arbeitnow.com/jobs/companies/shapemate/praktikum-influencer-marketing-partnerships-cologne-349825
N/A,Praktikum Content Marketing & Creation (m/w/d),Cologne,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"Start zum 15.05.2026 👇 🔍 Wir suchen jemanden, der Content nicht nur postet - sondern bewegt. Wir sind Shapemate, ein junges Startup mit der Mission, Fitness tracking einfacher und persönlicher zu mach...",listing_page,No,https://www.arbeitnow.com/jobs/companies/shapemate/praktikum-content-marketing-creation-cologne-67762
N/A,Werkstudent/in Social Media,Münster,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"paselo ist eine der am schnellsten wachsenden D2C-Marken für Hunde-Ergänzungsfuttermittel im DACH-Raum. Wir entwickeln wissenschaftlich fundierte Produkte, die Hunden helfen — länger, aktiver und glüc...",listing_page,No,https://www.arbeitnow.com/jobs/companies/paselo-gmbh/werkstudent-in-social-media-munster-247291
N/A,Head of Sales (m/w/d),Andechs,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"Hey! Wir suchen für unser Venture Masters of Digital einen Vertriebsprofi! Masters of Digital hilft Quereinsteiger*innen dabei, den Sprung in die digitale Welt zu schaffen. Mit praxisnahen Lernprogram...",listing_page,No,https://www.arbeitnow.com/jobs/companies/tomorrow-education-group-gmbh/head-of-sales-andechs-49643
N/A,"Consultant (m/w/d) Datenschutz & Informationssicherheit (Teilzeit, Remote)",Augsburg,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"DSEV ist ein innovatives Beratungsunternehmen mit Fokus auf Datenschutz, Informationssicherheit und Compliance. Wir unterstützen unsere Kunden bei der Umsetzung gesetzlicher Anforderungen sowie beim A...",listing_page,No,https://www.arbeitnow.com/jobs/companies/dsev-consulting-akademie-gmbh/consultant-datenschutz-informationssicherheit-teilzeit-remote-augsburg-175849
N/A,Dynamics 365 Consultant & Engineer (m/w/d) mit Karriereambitionen!,Markt Indersdorf,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"Wir sind ein schnell wachsendes IT-Unternehmen (ca. 50 MA) und suchen Verstärkung, um anspruchsvolle Projekte im Bereich Microsoft Dynamics 365 bei unseren Kunden umzusetzen und aktiv mitzugestalten. ...",listing_page,No,https://www.arbeitnow.com/jobs/companies/auralis-group/dynamics-365-consultant-engineer-mit-karriereambitionen-markt-indersdorf-368597
N/A,Java Softwareentwickler:in mit Karriereambitionen - jetzt mit uns voll durchstarten!,Markt Indersdorf,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"Wir sind ein fast zwei Jahre altes IT Unternehmen, aktuell 50 MA, und suchen nun weiterhin Verstärkung, um Java-Projekte bei unseren Kunden durchzuführen. Aufgaben Du willst: Deine Arbeitszeiten selbs...",listing_page,No,https://www.arbeitnow.com/jobs/companies/auralis-group/java-softwareentwicklerin-mit-karriereambitionen-jetzt-mit-uns-voll-durchstarten-markt-indersdorf-331168
N/A,Software Testautomatisierer (m/w/d) mit Karriereambitionen,Markt Indersdorf,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"Wir sind ein fast zwei Jahre altes IT-Unternehmen mit aktuell 70 MA und wachsen weiter 🚀 Dafür suchen wir Verstärkung im Bereich Software Testing & Testautomatisierung, um spannende Projekte bei unser...",listing_page,No,https://www.arbeitnow.com/jobs/companies/auralis-group/software-testautomatisierer-mit-karriereambitionen-markt-indersdorf-8546
N/A,SAP EWM Berater,Frankfurt am Main,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"SAP EWM Entwickler (m/w/d) 📍 Deutschlandweit | Remote! | 💰 bis zu 90.000 € Du bist im SAP EWM Umfeld zuhause und möchtest an spannenden Projekten arbeiten, bei denen du wirklich etwas bewegen kannst? ...",listing_page,No,https://www.arbeitnow.com/jobs/companies/pertemps-erp/sap-ewm-berater-frankfurt-am-main-306747
N/A,Sap Finance Control Consultant,Frankfurt am Main,N/A,N/A,N/A,N/A,arbeitnow,general,unknown,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),Wir haben die nächste Möglichkeit für Sie als SAP FICO Consultant zur Verfügung! Wie stehen Sie zu neuen Herausforderungen als SAP FICO Consultant? Haben Sie Interesse an (inter)nationalen Projekten z...,listing_page,No,https://www.arbeitnow.com/jobs/companies/pertemps-erp/sap-finance-control-consultant-frankfurt-am-main-447309
N/A,Become a tutor,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),N/A,listing_page,No,https://www.findtutors.co.uk/become-a-tutor?io=70
N/A,Sign up now,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),N/A,listing_page,No,https://www.findtutors.co.uk/postad/new-tutor?io=66
N/A,how much to charge for private tuition,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"When it comes to decidinghow much to charge for private tuition, there is no single answer. The price ofprivate tutoringcan vary greatly depending on your qualifications, the type of tuition you offer...",listing_page,No,https://www.findtutors.co.uk/average-rates/
N/A,guitar lessons,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"When it comes to decidinghow much to charge for private tuition, there is no single answer. The price ofprivate tutoringcan vary greatly depending on your qualifications, the type of tuition you offer...",listing_page,No,https://www.findtutors.co.uk/music-and-dance-tutors/guitar
N/A,tutoring online,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"Do you want to trytutoring online? Do you have the experience and expertise to become a successfulonline tutor? If your answer is yes, you are in the right place.Online tuitioncan be a rewarding exper...",listing_page,No,https://www.findtutors.co.uk/online-lessons/
N/A,create an online profile,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),"Do you want to trytutoring online? Do you have the experience and expertise to become a successfulonline tutor? If your answer is yes, you are in the right place.Online tuitioncan be a rewarding exper...",listing_page,No,https://www.findtutors.co.uk/become-a-tutor
N/A,How to become a tutor,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),How to become a tutor? What do you need? We have all asked ourselves these questions before entering the world of private tuition. Today we have good news. There is only one requirement: to find stude...,listing_page,No,https://www.findtutors.co.uk/browse/pupils
N/A,Cookie policy,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),N/A,listing_page,No,https://www.findtutors.co.uk/blog/cookies-policy
N/A,T&Cs for tutors,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),N/A,listing_page,No,https://www.findtutors.co.uk/info/tutor-terms
N/A,Security,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),N/A,listing_page,No,https://www.findtutors.co.uk/security/
N/A,Student access,United Kingdom,N/A,N/A,N/A,N/A,findtutors_uk,tutoring,student,N/A,N/A,N/A,N/A,N/A,Yes,0.99,N/A,Cached from history: RECENT (seen 0h ago),N/A,listing_page,No,https://www.findtutors.co.uk/signup/student-looking-for-a-tutor
